id,Age
74051,7.657179055067601
74052,7.798196629940855
74053,10.493261707756494
74054,9.298814823474283
74055,7.466173239009485
74056,12.220384199547752
74057,10.778109756543934
74058,7.997428046453195
74059,12.322738988261944
74060,10.25563530209756
74061,12.192036623375175
74062,10.026168406422899
74063,4.287739423286126
74064,11.941383812487077
74065,5.22537904204392
74066,6.028889258043724
74067,10.77898176065321
74068,12.982855251471266
74069,10.225697631392382
74070,10.057531194187165
74071,14.963983195031945
74072,9.138193813641232
74073,8.335931875215499
74074,9.03228836119884
74075,11.645783955915826
74076,9.601065097272734
74077,12.036904493068837
74078,10.796551653649475
74079,8.797986930838213
74080,11.103844287690434
74081,10.603787956637019
74082,10.314551858568494
74083,10.000955077261416
74084,11.586704767845239
74085,10.81225101598819
74086,7.104830113400086
74087,9.079448404256471
74088,11.018579862904994
74089,8.58432174444314
74090,9.752910400557063
74091,8.079689859265072
74092,9.490361413450175
74093,10.152881603203479
74094,9.822939132326896
74095,15.229755005627425
74096,11.760215747592971
74097,6.197979133338688
74098,6.006234435335369
74099,13.326690948104911
74100,9.8657881807637
74101,10.627333483480157
74102,9.071934287791843
74103,11.001865345335199
74104,9.65229953843084
74105,8.514311196108663
74106,11.258602569777905
74107,9.815661124997368
74108,4.838915882775442
74109,9.2403632008664
74110,5.611552164943698
74111,10.34565968306563
74112,6.87709538646417
74113,8.266241305144112
74114,10.627194910721586
74115,9.59337116478654
74116,10.428153914616768
74117,12.927412532105441
74118,9.889011429106414
74119,8.844565009762952
74120,14.677409317862477
74121,10.088823927271473
74122,7.053149409160933
74123,12.057016611572452
74124,4.945574984184078
74125,7.171181482718715
74126,7.099291530135885
74127,10.941923967272063
74128,10.324587617217206
74129,9.28080508754422
74130,10.001943838640853
74131,9.981580876199757
74132,7.456212875117646
74133,9.925435054711773
74134,11.292270775377794
74135,4.53453305401619
74136,6.301057039826411
74137,5.235310385407928
74138,15.306256998222798
74139,10.517113782790231
74140,13.551514261918605
74141,9.216636697260435
74142,10.748363586739975
74143,13.45797756131374
74144,13.10962755253351
74145,11.024014343214084
74146,7.905912178528726
74147,9.977961187261329
74148,5.703581766074135
74149,10.251504157059651
74150,8.555028880374035
74151,8.849536605565035
74152,13.398841490380356
74153,10.601702704836628
74154,7.988812126899837
74155,6.229667122389922
74156,12.31517559214194
74157,10.677329950997397
74158,12.310569913949697
74159,10.043285702174975
74160,12.53227059029318
74161,10.13476436184282
74162,9.6594194310671
74163,9.78149167281407
74164,9.803562204775067
74165,10.179120633987598
74166,8.916248645710619
74167,10.856067182050849
74168,10.310643186534831
74169,11.613091626511826
74170,10.125308952639703
74171,12.695045145800341
74172,10.822597785860907
74173,7.312938930849939
74174,10.936849761418825
74175,9.503104672341859
74176,9.185266780159685
74177,11.159531773394898
74178,12.164729333737881
74179,12.870405270397994
74180,5.69039705467062
74181,8.354839257758112
74182,10.121321151309848
74183,7.10916948337885
74184,10.903379370992203
74185,12.023226939835032
